#Annotated with Bakta (v1.7.0): https://github.com/oschwengers/bakta								
#Database (v5.0): https://doi.org/10.5281/zenodo.4247252								
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	100014	100322	+	KK01_00475	grxD	Grx4 family monothiol glutaredoxin	"COG:COG0278, COG:O, RefSeq:WP_019389969.1, SO:0001217, UniParc:UPI0002E26F4D, UniRef:UniRef100_UPI0002E26F4D, UniRef:UniRef50_X5EQW3, UniRef:UniRef90_A0A376BW03"
contig_1	cds	100649	102007	-	KK01_00480		UPF0210 protein	"COG:COG2848, COG:D, KEGG:K09157, RefSeq:WP_060537103.1, SO:0001217, UniParc:UPI00070695D4, UniRef:UniRef100_UPI00070695D4, UniRef:UniRef50_Q9JYC3, UniRef:UniRef90_D4DN60"
contig_1	cds	102465	102611	-	KK01_00485		Type II toxin-antitoxin system RelE/ParE family toxin	"SO:0001217, UniRef:UniRef50_S6AIT3"
contig_1	cds	102740	102985	-	KK01_00490		Antitoxin	"SO:0001217, UniRef:UniRef50_F5S730"
contig_1	cds	103065	104753	-	KK01_00495	dld	D-lactate dehydrogenase	"COG:C, COG:COG0277, EC:1.1.5.12, KEGG:K03777, SO:0001217, UniRef:UniRef50_P45295, UniRef:UniRef90_F5S729"
contig_1	cds	104778	105050	-	KK01_00500	aCT	ACT domain-containing protein	"COG:COG3830, COG:T, RefSeq:WP_038312637.1, SO:0001217, UniParc:UPI0003FB3E2C, UniRef:UniRef100_UPI0003FB3E2C, UniRef:UniRef50_Q9JYC2, UniRef:UniRef90_F5S728"
contig_1	cds	105112	106272	-	KK01_00505	hemW	radical SAM family heme chaperone HemW	"COG:COG0635, COG:H, RefSeq:WP_038312635.1, SO:0001217, UniParc:UPI000413701A, UniRef:UniRef100_UPI000413701A, UniRef:UniRef50_A0A7W9TSA3, UniRef:UniRef90_F5S727"
contig_1	cds	106254	106802	-	KK01_00510	tag	3-methyladenine DNA glycosylase Tag	"COG:COG2818, COG:L, EC:3.2.2.20, KEGG:K01246, RefSeq:WP_032133451.1, SO:0001217, UniParc:UPI00040E99D8, UniRef:UniRef100_UPI00040E99D8, UniRef:UniRef50_S2LB94, UniRef:UniRef90_F5S726"
contig_1	cds	106802	107182	-	KK01_00515		Orphan protein	"SO:0001217, UniRef:UniRef50_F5S725, UniRef:UniRef90_F5S725"
contig_1	cds	107205	108002	-	KK01_00520	trmJ	"tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase"	"COG:COG0565, COG:J, RefSeq:WP_019389963.1, SO:0001217, UniParc:UPI0002FED3A8, UniRef:UniRef100_UPI0002FED3A8, UniRef:UniRef50_V9HCV3, UniRef:UniRef90_F5S724"
contig_1	cds	108105	108305	-	KK01_00525		HMA domain-containing protein	"RefSeq:WP_019389962.1, SO:0001217, UniParc:UPI000304B256, UniRef:UniRef100_UPI000304B256, UniRef:UniRef50_C4GFC5, UniRef:UniRef90_UPI0003FB3CB6"
contig_1	cds	108562	110016	-	KK01_00530	trkG	"Trk-type K+ transport system, membrane component"	"COG:COG0168, COG:P, RefSeq:WP_019389961.1, SO:0001217, UniParc:UPI0002F07A08, UniRef:UniRef100_UPI0002F07A08, UniRef:UniRef50_G4CFW4, UniRef:UniRef90_F5S722"
contig_1	cds	110316	113006	+	KK01_00535	aceE	"pyruvate dehydrogenase (acetyl-transferring), homodimeric type"	"COG:C, COG:COG2609, EC:1.2.4.1, KEGG:K00163, RefSeq:WP_019389960.1, SO:0001217, UniParc:UPI00030DF632, UniRef:UniRef100_UPI00030DF632, UniRef:UniRef50_B8KWX0, UniRef:UniRef90_F5S720"
contig_1	cds	113128	113253	+	KK01_00540		Lipoprotein	"RefSeq:WP_003786707.1, SO:0001217, UniParc:UPI00020C69D8, UniRef:UniRef100_F5S718, UniRef:UniRef50_F5S718, UniRef:UniRef90_F5S718"
contig_1	cds	113306	114928	+	KK01_00545	aceF	dihydrolipoyllysine-residue acetyltransferase	"COG:C, COG:COG0508, RefSeq:WP_019389959.1, SO:0001217, UniParc:UPI00036A8307, UniRef:UniRef100_UPI00036A8307, UniRef:UniRef50_A0A2K4MKP4, UniRef:UniRef90_F5S717"
contig_1	cds	115054	115677	+	KK01_00550		Membrane lipoprotein	"RefSeq:WP_032827461.1, SO:0001217, UniParc:UPI000517FC49, UniRef:UniRef100_UPI000517FC49, UniRef:UniRef50_F5S716, UniRef:UniRef90_F5S716"
contig_1	cds	115677	116345	+	KK01_00555		DUF45 domain-containing protein	"RefSeq:WP_019389957.1, SO:0001217, UniParc:UPI0002D57252, UniRef:UniRef100_UPI001E46A76D, UniRef:UniRef50_UPI001E46A76D, UniRef:UniRef90_UPI001E46A76D"
contig_1	cds	116350	116583	+	KK01_00560	ybcJ	"Ribosome-associated protein YbcJ, S4-like RNA-binding protein"	"COG:COG2501, COG:J, RefSeq:WP_019389956.1, SO:0001217, UniParc:UPI00030E36B8, UniRef:UniRef100_UPI00030E36B8, UniRef:UniRef50_V9HMG2, UniRef:UniRef90_F5S714"
contig_1	cds	116561	116725	+	KK01_00565		Oxidoreductase-like domain-containing protein	"RefSeq:WP_019389955.1, SO:0001217, UniParc:UPI0003141D2D, UniRef:UniRef100_UPI0003141D2D, UniRef:UniRef50_A0A0B5CMV2, UniRef:UniRef90_UPI0009B7635C"
contig_1	cds	117015	119291	+	KK01_00570	nrdA	ribonucleoside-diphosphate reductase subunit alpha	"COG:COG0209, COG:F, RefSeq:WP_019389954.1, SO:0001217, UniParc:UPI0003031F1A, UniRef:UniRef100_UPI0003031F1A, UniRef:UniRef50_P00452, UniRef:UniRef90_F5S711"
contig_1	cds	119359	119883	-	KK01_00575		Signal peptide protein	"RefSeq:WP_019389953.1, SO:0001217, UniParc:UPI0002E14F01, UniRef:UniRef100_UPI0002E14F01, UniRef:UniRef50_A0A238TC47, UniRef:UniRef90_F5S710"
contig_1	cds	119918	121840	-	KK01_00580	uup	ATPase components of ABC transporters with duplicated ATPase domains	"COG:COG0488, COG:R, RefSeq:WP_060537104.1, SO:0001217, UniParc:UPI000705DDAE, UniRef:UniRef100_UPI000705DDAE, UniRef:UniRef50_P44808, UniRef:UniRef90_F5S709"
contig_1	cds	121935	122117	-	KK01_00585		type II toxin-antitoxin system RelE/ParE family toxin	"SO:0001217, UniRef:UniRef50_UPI001E6165CA, UniRef:UniRef90_UPI001E6165CA"
contig_1	cds	122197	122391	-	KK01_00590		Antitoxin	"RefSeq:WP_003786684.1, SO:0001217, UniParc:UPI00020C69CD, UniRef:UniRef100_F5S707, UniRef:UniRef50_U6Q0Z9, UniRef:UniRef90_F5S707"
contig_1	cds	122501	123499	-	KK01_00595	ykwD	Spore germination protein YkwD and related proteins with CAP (CSP/antigen 5/PR1) domain	"COG:COG2340, COG:DR, RefSeq:WP_003790280.1, SO:0001217, UniParc:UPI0002585068, UniRef:UniRef100_UPI0002585068, UniRef:UniRef50_V9HMW0, UniRef:UniRef90_F5S706"
contig_1	cds	123580	124518	-	KK01_00600	ylqF	ribosome biogenesis GTPase YlqF	"COG:COG1161, COG:J, RefSeq:WP_019389949.1, SO:0001217, UniParc:UPI0002F3821A, UniRef:UniRef100_UPI0002F3821A, UniRef:UniRef50_A0A072TEY4, UniRef:UniRef90_F0EXH3"
contig_1	cds	124705	124977	+	KK01_00605	ybeD	"Putative lipoate-binding regulatory protein, UPF0250 family"	"COG:COG2921, COG:T, RefSeq:WP_019389947.1, SO:0001217, UniParc:UPI0002FBCFE5, UniRef:UniRef100_UPI0002FBCFE5, UniRef:UniRef50_P67536, UniRef:UniRef90_F5S703"
contig_1	cds	124981	125583	+	KK01_00610	lipB	lipoyl(octanoyl) transferase LipB	"COG:COG0321, COG:H, EC:2.3.1.181, KEGG:K03801, RefSeq:WP_019389946.1, SO:0001217, UniParc:UPI0002FB23E3, UniRef:UniRef100_UPI0002FB23E3, UniRef:UniRef50_Q7N766, UniRef:UniRef90_F5S702"
contig_1	cds	125799	126524	+	KK01_00615	dltE	Short-chain dehydrogenase involved in D-alanine esterification of teichoic acids	"COG:COG3967, COG:MI, RefSeq:WP_019389945.1, SO:0001217, UniParc:UPI0002F92687, UniRef:UniRef100_UPI0002F92687, UniRef:UniRef50_A0A1F4D6P9, UniRef:UniRef90_F5S700"
contig_1	cds	126698	127237	+	KK01_00620		ABC transporter substrate-binding protein	"SO:0001217, UniRef:UniRef50_F5S6Z9, UniRef:UniRef90_F5S6Z9"
contig_1	cds	127237	127854	+	KK01_00625		Lipoprotein	"RefSeq:WP_019389943.1, SO:0001217, UniParc:UPI00036BD60D, UniRef:UniRef100_UPI00036BD60D, UniRef:UniRef50_F5S6Z8, UniRef:UniRef90_F5S6Z8"
contig_1	cds	127935	128930	+	KK01_00630	lipA	lipoyl synthase	"COG:COG0320, COG:H, EC:2.8.1.8, KEGG:K03644, RefSeq:WP_038303263.1, SO:0001217, UniParc:UPI0004160706, UniRef:UniRef100_UPI0004160706, UniRef:UniRef50_Q9PDW0, UniRef:UniRef90_F0EXM4"
contig_1	cds	128991	129626	-	KK01_00635	tesA	Lysophospholipase L1 or related esterase Includes spore coat protein LipC/YcsK	"COG:COG2755, COG:DI, SO:0001217, UniRef:UniRef50_A0A377QZE0, UniRef:UniRef90_F5S6Z6"
contig_1	cds	129639	130022	-	KK01_00640	gcvH	glycine cleavage system protein GcvH	"COG:COG0509, COG:E, RefSeq:WP_003786658.1, SO:0001217, UniParc:UPI00020C69C1, UniRef:UniRef100_F5S6Z5, UniRef:UniRef50_Q9K0L7, UniRef:UniRef90_F5S6Z5"
contig_1	cds	130040	130840	-	KK01_00645	cysE	serine O-acetyltransferase	"COG:COG1045, COG:E, RefSeq:WP_038303260.1, SO:0001217, UniParc:UPI0003F8F7DC, UniRef:UniRef100_UPI0003F8F7DC, UniRef:UniRef50_C1D9Y6, UniRef:UniRef90_F5S6Z4"
contig_1	cds	130929	131675	-	KK01_00650	fabG	3-oxoacyl-ACP reductase FabG	"COG:COG1028, COG:I, RefSeq:WP_003786654.1, SO:0001217, UniParc:UPI00020C69BF, UniRef:UniRef100_F5S6Z3, UniRef:UniRef50_A0A5E7EI60, UniRef:UniRef90_F5S6Z3"
contig_1	cds	131715	131948	-	KK01_00655		TMhelix containing protein	"RefSeq:WP_019389940.1, SO:0001217, UniParc:UPI0002FC81AC, UniRef:UniRef100_UPI0002FC81AC, UniRef:UniRef50_F5S6Z2, UniRef:UniRef90_F5S6Z2"
contig_1	cds	131978	132907	-	KK01_00660	fabD	ACP S-malonyltransferase	"COG:COG0331, COG:I, RefSeq:WP_019389939.1, SO:0001217, UniParc:UPI0002F09398, UniRef:UniRef100_UPI0002F09398, UniRef:UniRef50_O85140, UniRef:UniRef90_F5S6Z1"
contig_1	cds	132918	133676	-	KK01_00665	truC	tRNA pseudouridine(65) synthase TruC	"COG:COG0564, COG:J, EC:5.4.99.26, KEGG:K06175, RefSeq:WP_026036325.1, SO:0001217, UniParc:UPI0004252EEB, UniRef:UniRef100_UPI0004252EEB, UniRef:UniRef50_A0A7M1S305, UniRef:UniRef90_F5S6Z0"
contig_1	cds	133814	135124	-	KK01_00670	tPR	TPR repeat	"COG:COG0790, COG:R, SO:0001217, UniRef:UniRef50_F5S6Y8, UniRef:UniRef90_F5S6Y8"
contig_1	cds	135219	136232	-	KK01_00675	hemH	ferrochelatase	"COG:COG0276, COG:H, EC:4.98.1.1, EC:4.99.1.9, KEGG:K01772, RefSeq:WP_019389937.1, SO:0001217, UniParc:UPI0002ED4B84, UniRef:UniRef100_UPI0002ED4B84, UniRef:UniRef50_A6T228, UniRef:UniRef90_F5S6Y7"
contig_1	cds	136308	137600	-	KK01_00680		hypothetical protein	PFAM:PF00731.23
contig_1	cds	137635	137970	-	KK01_00685	ybaB	YbaB/EbfC family nucleoid-associated protein	"COG:COG0718, COG:K, KEGG:K09747, RefSeq:WP_019389936.1, SO:0001217, UniParc:UPI0002D33AA5, UniRef:UniRef100_UPI0002D33AA5, UniRef:UniRef50_Q7NXL5, UniRef:UniRef90_F5S6Y5"
contig_1	cds	138084	139001	-	KK01_00690	yneE	"putative membrane chloride channel, bestrophin family"	"COG:COG3781, COG:P, KEGG:K08994, RefSeq:WP_019389935.1, SO:0001217, UniParc:UPI0002DA832B, UniRef:UniRef100_UPI0002DA832B, UniRef:UniRef50_V2VLD2, UniRef:UniRef90_F5S6Y4"
contig_1	cds	139006	139842	-	KK01_00695	panC	pantoate--beta-alanine ligase	"COG:COG0414, COG:H, EC:6.3.2.1, KEGG:K01918, RefSeq:WP_019389934.1, SO:0001217, UniParc:UPI0002F94613, UniRef:UniRef100_UPI0002F94613, UniRef:UniRef50_Q2T095, UniRef:UniRef90_F5S6Y3"
contig_1	cds	139995	141827	-	KK01_00700	surA	"Peptidyl-prolyl isomerase, parvulin family"	"COG:COG0760, COG:O, RefSeq:WP_154700252.1, SO:0001217, UniParc:UPI000DFE868E, UniRef:UniRef100_UPI000DFE868E, UniRef:UniRef50_F0EVZ9, UniRef:UniRef90_F5S6Y2"
contig_1	cds	142094	143758	-	KK01_00705	fixX	Ferredoxin-like protein FixX	"COG:C, COG:COG2440, EC:1.5.5.1, KEGG:K00311, RefSeq:WP_019389932.1, SO:0001217, UniParc:UPI000311FE76, UniRef:UniRef100_UPI000311FE76, UniRef:UniRef50_S5T6Z8, UniRef:UniRef90_F5S6Y1"
contig_1	cds	143982	144359	-	KK01_00710	sirB2	Uncharacterized membrane protein SirB2	"COG:COG3094, COG:S, RefSeq:WP_003786628.1, SO:0001217, UniParc:UPI00020C64E5, UniRef:UniRef100_F5S6Y0, UniRef:UniRef50_V9HMJ6, UniRef:UniRef90_F5S6Y0"
contig_1	cds	144379	144942	-	KK01_00715	mraW	tRNA A58 N-methylase Trm61	"COG:COG2519, COG:J, RefSeq:WP_019389931.1, SO:0001217, UniParc:UPI0003044128, UniRef:UniRef100_UPI0003044128, UniRef:UniRef50_F5S6X9, UniRef:UniRef90_F5S6X9"
contig_1	cds	144948	145265	-	KK01_00720		DUF4298 domain-containing protein	"RefSeq:WP_019389930.1, SO:0001217, UniParc:UPI00031DE139, UniRef:UniRef100_UPI00031DE139, UniRef:UniRef50_F5S6X8, UniRef:UniRef90_F5S6X8"
contig_1	cds	145265	146239	-	KK01_00725	era	GTPase Era	"COG:COG1159, COG:J, SO:0001217, UniRef:UniRef50_Q9K0C7, UniRef:UniRef90_V9HCR6"
contig_1	cds	146413	147081	-	KK01_00730	lysM	LysM domain/M23 peptidase domain protein	"RefSeq:WP_019389927.1, SO:0001217, UniParc:UPI0002D260FA, UniRef:UniRef100_UPI0002D260FA, UniRef:UniRef50_F5S6X6, UniRef:UniRef90_F5S6X6"
contig_1	cds	147232	147717	+	KK01_00735	fxsA	"FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family"	"COG:COG3030, COG:R, KEGG:K07113, RefSeq:WP_003786616.1, SO:0001217, UniParc:UPI00020C64E0, UniRef:UniRef100_F5S6X5, UniRef:UniRef50_F5S6X5, UniRef:UniRef90_F5S6X5"
contig_1	cds	147776	150196	-	KK01_00740	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	"COG:COG0187, COG:L, RefSeq:WP_019389925.1, SO:0001217, UniParc:UPI000303362D, UniRef:UniRef100_UPI000303362D, UniRef:UniRef50_P22118, UniRef:UniRef90_F5S6X4"
contig_1	cds	150362	151873	+	KK01_00745	ubiB	ubiquinone biosynthesis regulatory protein kinase UbiB	"COG:COG0661, COG:HT, KEGG:K03688, RefSeq:WP_038326906.1, SO:0001217, UniParc:UPI0005711388, UniRef:UniRef100_UPI0005711388, UniRef:UniRef50_Q9K0N0, UniRef:UniRef90_F5S6X3"
contig_1	cds	151897	152658	+	KK01_00750	tatD	3'->5' ssDNA/RNA exonuclease TatD	"COG:COG0084, COG:N, EC:3.1.21.-, KEGG:K03424, RefSeq:WP_019389924.1, SO:0001217, UniParc:UPI000305D451, UniRef:UniRef100_UPI000305D451, UniRef:UniRef50_A0A0J1C5B1, UniRef:UniRef90_F5S6X2"
contig_1	cds	152713	153819	+	KK01_00755	serC	phosphoserine transaminase	"COG:COG1932, COG:HE, EC:2.6.1.52, KEGG:K00831, RefSeq:WP_003786606.1, SO:0001217, UniParc:UPI00020C64DC, UniRef:UniRef100_F5S6X1, UniRef:UniRef50_O34370, UniRef:UniRef90_F5S6X1"
contig_1	cds	153885	154493	+	KK01_00760	mltE	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain)	"COG:COG0741, COG:M, RefSeq:WP_019389923.1, SO:0001217, UniParc:UPI0003619EDC, UniRef:UniRef100_UPI0003619EDC, UniRef:UniRef50_A0A125WBY7, UniRef:UniRef90_F5S6X0"
contig_1	cds	154497	155378	+	KK01_00765		L-rhamnose-H(+) symporter	"RefSeq:WP_019389922.1, SO:0001217, UniParc:UPI00031D94CB, UniRef:UniRef100_UPI00031D94CB, UniRef:UniRef50_A0A0A3ARW1, UniRef:UniRef90_F5S6W9"
contig_1	ncRNA	155629	155725	-	KK01_00770	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	"RFAM:RF00169, SO:0000655"
contig_1	cds	155896	156411	+	KK01_00775	cybB	Cytochrome b561	"COG:C, COG:COG3038, RefSeq:WP_019389921.1, SO:0001217, UniParc:UPI000300E5DE, UniRef:UniRef100_UPI000300E5DE, UniRef:UniRef50_V9HMQ9, UniRef:UniRef90_F5S6W7"
contig_1	cds	156632	158152	-	KK01_00780	aCH1	Propionyl CoA:succinate CoA transferase	"COG:C, COG:COG0427, EC:2.8.3.18, KEGG:K18118, RefSeq:WP_019389920.1, SO:0001217, UniParc:UPI0002FB94DF, UniRef:UniRef100_UPI0002FB94DF, UniRef:UniRef50_P38946, UniRef:UniRef90_F5S6W6"
contig_1	cds	158429	160441	+	KK01_00785	rep	DNA helicase Rep	"COG:COG0210, COG:L, EC:5.6.2.4, KEGG:K03656, RefSeq:WP_154700253.1, SO:0001217, UniParc:UPI000E05747B, UniRef:UniRef100_UPI000E05747B, UniRef:UniRef50_A0A0J1C5E6, UniRef:UniRef90_F5S6W4"
contig_1	cds	160444	161166	+	KK01_00790	azlC	putative branched-chain amino acid permease (azaleucine resistance)	"COG:COG1296, COG:E, RefSeq:WP_019389918.1, SO:0001217, UniParc:UPI0002D92E26, UniRef:UniRef100_UPI0002D92E26, UniRef:UniRef50_F5S6W3, UniRef:UniRef90_F5S6W3"
contig_1	cds	161163	161462	+	KK01_00795		Uncharacterized membrane protein	"COG:COG4541, COG:S, RefSeq:WP_019389917.1, SO:0001217, UniParc:UPI0002FDBFFD, UniRef:UniRef100_UPI0002FDBFFD, UniRef:UniRef50_C3X2K6, UniRef:UniRef90_F5S6W2"
contig_1	cds	161528	163132	-	KK01_00800		TPR-REGION domain-containing protein	"RefSeq:WP_230311304.1, SO:0001217, UniParc:UPI000706C584, UniRef:UniRef100_UPI000706C584, UniRef:UniRef50_F5S6W1, UniRef:UniRef90_F5S6W1"
contig_1	cds	163222	164019	-	KK01_00805	truA	tRNA pseudouridine(38-40) synthase TruA	"COG:COG0101, COG:J, EC:5.4.99.12, KEGG:K06173, RefSeq:WP_019389915.1, SO:0001217, UniParc:UPI0003103721, UniRef:UniRef100_UPI0003103721, UniRef:UniRef50_Q9JXI2, UniRef:UniRef90_F5S6W0"
contig_1	cds	164019	164804	-	KK01_00810	bepA	"Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains"	"COG:COG4783, COG:MO, EC:3.4.24.-, KEGG:K23010, RefSeq:WP_019389914.1, SO:0001217, UniParc:UPI0002D788BE, UniRef:UniRef100_UPI0002D788BE, UniRef:UniRef50_A0A0U1RHJ0, UniRef:UniRef90_F5S6V9"
contig_1	cds	164944	166242	+	KK01_00815	serS	serine--tRNA ligase	"COG:COG0172, COG:J, EC:6.1.1.11, KEGG:K01875, RefSeq:WP_019389913.1, SO:0001217, UniParc:UPI0002F320F2, UniRef:UniRef100_UPI0002F320F2, UniRef:UniRef50_A4IJ96, UniRef:UniRef90_F5S6V8"
contig_1	cds	166239	166568	+	KK01_00820	pspE	Rhodanese-related sulfurtransferase	"COG:COG0607, COG:P, RefSeq:WP_003786578.1, SO:0001217, UniParc:UPI00020C64CE, UniRef:UniRef100_F5S6V7, UniRef:UniRef50_A0A3S4Z8G4, UniRef:UniRef90_F5S6V7"
contig_1	cds	166579	167118	+	KK01_00825		HNH endonuclease	"RefSeq:WP_003786576.1, SO:0001217, UniParc:UPI00020C64CD, UniRef:UniRef100_F5S6V6, UniRef:UniRef50_F5S6V6, UniRef:UniRef90_F5S6V6"
contig_1	cds	167140	167403	+	KK01_00830		Spore coat-associated protein camelysin	"RefSeq:WP_019389912.1, SO:0001217, UniParc:UPI00031508F6, UniRef:UniRef100_UPI00031508F6, UniRef:UniRef50_F0EYH3, UniRef:UniRef90_F5S6V5"
contig_1	cds	167540	167890	+	KK01_00835	manA	"Mannose-6-phosphate isomerase, class I"	"COG:COG1482, COG:G, RefSeq:WP_019389910.1, SO:0001217, UniParc:UPI000305C2F8, UniRef:UniRef100_UPI000305C2F8, UniRef:UniRef50_F5S6V4, UniRef:UniRef90_F5S6V4"
contig_1	cds	168141	170060	-	KK01_00840	fepA	TonB-dependent copper receptor	"COG:COG4771, COG:P, SO:0001217, UniRef:UniRef50_E1W4V5, UniRef:UniRef90_F5S6V3"
contig_1	cds	170496	171926	+	KK01_00845	dltB	"D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily"	"COG:COG1696, COG:M, KEGG:K19294, RefSeq:WP_019389908.1, SO:0001217, UniParc:UPI0002E972A0, UniRef:UniRef100_UPI0002E972A0, UniRef:UniRef50_A0A448TSN8, UniRef:UniRef90_F5S6V1"
contig_1	cds	171936	172958	+	KK01_00850		DUF459 domain-containing protein	"COG:COG2845, COG:S, KEGG:K09795, RefSeq:WP_019389907.1, SO:0001217, UniParc:UPI0003023335, UniRef:UniRef100_UPI0003023335, UniRef:UniRef50_X5F9R1, UniRef:UniRef90_F5S6V0"
contig_1	cds	172971	174125	+	KK01_00855		SGNH-hydro domain-containing protein	"SO:0001217, UniRef:UniRef50_F5S6U9, UniRef:UniRef90_F5S6U9"
contig_1	cds	174200	175354	+	KK01_00860	rlmL	23S rRNA G2445 N2-methylase RlmL	"COG:COG0116, COG:J, SO:0001217, UniRef:UniRef50_A0A4R7B3J2, UniRef:UniRef90_A0A238TEW4"
contig_1	cds	175460	175792	-	KK01_00865	trxA	thioredoxin TrxA	"COG:COG3118, COG:O, RefSeq:WP_003786555.1, SO:0001217, UniParc:UPI00020C5FA4, UniRef:UniRef100_F5S6U6, UniRef:UniRef50_B5EBG4, UniRef:UniRef90_F5S6U6"
contig_1	tRNA	175947	176022	+	KK01_00870	trnE	tRNA-Glu(ttc)	SO:0000259
contig_1	cds	176206	177219	+	KK01_00875		Phage integrase family integrase/recombinase	"SO:0001217, UniRef:UniRef50_F5S6U5, UniRef:UniRef90_F5S6U5"
contig_1	cds	177240	177533	-	KK01_00880	alpA	AlpA family phage regulatory protein	"RefSeq:WP_003790187.1, SO:0001217, UniParc:UPI00025845DA, UniRef:UniRef100_A0A238HDV0, UniRef:UniRef50_F5S6U4, UniRef:UniRef90_F5S6U4"
contig_1	cds	177540	177701	-	KK01_00885		Tail length tape measure protein	"RefSeq:WP_167331701.1, SO:0001217, UniParc:UPI000410C268, UniRef:UniRef100_UPI000410C268, UniRef:UniRef50_F5S6U3, UniRef:UniRef90_F5S6U3"
contig_1	cds	177715	178668	-	KK01_00890		Phytoene/squalene synthase family protein	"SO:0001217, UniRef:UniRef50_F5S6U2, UniRef:UniRef90_F5S6U2"
contig_1	cds	178730	179176	-	KK01_00895		single-stranded DNA-binding protein	"SO:0001217, UniRef:UniRef50_A0A0J1C4P4, UniRef:UniRef90_UPI000A26CE86"
contig_1	cds	179186	180145	-	KK01_00900	recT	recombination protein RecT	"KEGG:K07455, RefSeq:WP_019389899.1, SO:0001217, UniParc:UPI0002F138C1, UniRef:UniRef100_UPI0002F138C1, UniRef:UniRef50_A0A6S5K1B0, UniRef:UniRef90_A0A238HEF6"
contig_1	cds	180411	180845	+	KK01_00905		DUF2335 domain-containing protein	"SO:0001217, UniRef:UniRef50_UPI00036C36E1, UniRef:UniRef90_UPI00036C36E1"
contig_1	cds	181155	181763	+	KK01_00910		KilA-N domain-containing protein	"RefSeq:WP_019389897.1, SO:0001217, UniParc:UPI00031DAD88, UniRef:UniRef100_UPI00031DAD88, UniRef:UniRef50_UPI00031DAD88, UniRef:UniRef90_UPI00031DAD88"
contig_1	cds	181826	182515	-	KK01_00915	yqaJ	YqaJ viral recombinase family protein	"RefSeq:WP_154700260.1, SO:0001217, UniParc:UPI0003F62610, UniRef:UniRef100_UPI0003F62610, UniRef:UniRef50_A0A8S5QVG7, UniRef:UniRef90_UPI0018AD3564"
contig_2	cds	238	1761	+	KK01_00920		SEC-C metal-binding domain-containing protein	"SO:0001217, UniRef:UniRef50_UPI0018AD5204, UniRef:UniRef90_UPI0018AD5204"
contig_2	cds	1855	3162	+	KK01_00925		DUF2130 domain-containing protein	"COG:COG4487, COG:S, SO:0001217, UniRef:UniRef50_A0A380JK55, UniRef:UniRef90_F5S4Q5"
contig_2	cds	3204	4787	-	KK01_00930	ftsK	DNA segregation ATPase FtsK/SpoIIIE or related protein	"COG:COG1674, COG:D, SO:0001217, UniRef:UniRef50_F5S4Q6, UniRef:UniRef90_F5S4Q6"
contig_2	cds	4797	6857	-	KK01_00935	sbcC	DNA repair exonuclease SbcCD ATPase subunit	"COG:COG0419, COG:L, SO:0001217, UniRef:UniRef50_F5S4Q7, UniRef:UniRef90_F5S4Q7"
contig_2	cds	6862	7083	-	KK01_00940		Toxin-antitoxin system protein	"RefSeq:WP_038313357.1, SO:0001217, UniParc:UPI00040FB974, UniRef:UniRef100_UPI00040FB974, UniRef:UniRef50_F5S4Q8, UniRef:UniRef90_F5S4Q8"
contig_2	cds	7080	8198	-	KK01_00945	dndC	DNA phosphorothioation system sulfurtransferase DndC	"COG:COG0175, COG:EH, KEGG:K19170, SO:0001217, UniRef:UniRef50_E4ZFA9, UniRef:UniRef90_F5S4Q9"
contig_2	cds	8317	8535	+	KK01_00950		DNA-binding protein	"SO:0001217, UniParc:UPI00020C5EFC, UniRef:UniRef100_F5S4R0, UniRef:UniRef50_A0A2X5AGD0, UniRef:UniRef90_F5S4R0"
contig_2	cds	8532	8993	+	KK01_00955		putative restriction endonuclease	"COG:COG3440, COG:V, RefSeq:WP_038311260.1, SO:0001217, UniParc:UPI000427495A, UniRef:UniRef100_UPI000427495A, UniRef:UniRef50_C0DSV8, UniRef:UniRef90_A0A238TB61"
contig_2	cds	9077	10318	+	KK01_00960		MFS domain-containing protein	"SO:0001217, UniRef:UniRef50_V7ICI9"
contig_2	cds	10382	10873	-	KK01_00965	rfaE2	"ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase"	"COG:COG2870, COG:M, RefSeq:WP_019389522.1, SO:0001217, UniParc:UPI0002E1FB46, UniRef:UniRef100_UPI0002E1FB46, UniRef:UniRef50_G4CSC2, UniRef:UniRef90_F5S4R3"
contig_2	cds	10931	13654	-	KK01_00970	cafA	Ribonuclease G or E	"COG:COG1530, COG:J, EC:3.1.26.12, KEGG:K08300, SO:0001217, UniRef:UniRef50_Q9K1F8, UniRef:UniRef90_F5S4R4"
contig_2	cds	14334	15332	+	KK01_00975	rluA	"Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific"	"COG:COG0564, COG:J, RefSeq:WP_019389524.1, SO:0001217, UniParc:UPI0003034D60, UniRef:UniRef100_UPI0003034D60, UniRef:UniRef50_E3HTB0, UniRef:UniRef90_F5S4R7"
